"","YrSinceTrt_BR","Kingdom","Phylum","Class","Order","Family","Genus","Species","Raw_Abundance","Prevalence","Relative_Abundance","Percentage"
"165","5 to 8","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_laevis",625,1,0.00810803798453635,0.115829114064805
"166","5 to 8","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_astaci",409,1,0.00530590005708059,0.0757985722440084
"167","5 to 8","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_batemanensis",38,1,0.000829929892764322,0.0118561413252046
"168","5 to 8","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_insidiosum",13,1,0.000283923384366742,0.00405604834809631
"169","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_parasitica",29598,4,1.38755792562031,23.1259654270052
"170","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Achlya","Achlya_hypogyna",7179,4,1.07597427887881,17.9329046479802
"171","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_aquisylvae",38022,2,0.778227806841813,12.9704634473636
"172","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_heterothallicum",14102,1,0.592048364750829,9.86747274584715
"173","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissotocum",22325,1,0.398632240554246,6.6438706759041
"174","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_terrestre",8747,2,0.276243281718914,4.60405469531524
"175","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_dissimile",11230,1,0.204066798713452,3.40111331189087
"176","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_helicoides",10138,1,0.184223437698752,3.07039062831253
"177","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_jasmonium",9296,2,0.168858566138367,2.81430943563945
"178","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_mamillatum",9052,1,0.161631312049139,2.69385520081899
"179","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_insidiosum",8337,1,0.151496429285312,2.52494048808853
"180","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_glomeratum",3152,1,0.132331332129812,2.20552220216354
"181","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_apleroticum",4204,1,0.0872307756152218,1.4538462602537
"182","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_iwayami",4293,1,0.0766552389115063,1.27758731519177
"183","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_attrantheridium",4178,1,0.0746018141561317,1.24336356926886
"184","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Halophytophthora","Halophytophthora_kandeliae",2812,1,0.0502106992357689,0.836844987262815
"185","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_stellatus",2431,2,0.0491832462289782,0.81972077048297
"186","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Peronosclerospora","Peronosclerospora_sorghi",1027,1,0.0431168394978798,0.718613991631331
"187","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_violae",2297,1,0.0410149275051782,0.683582125086304
"188","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_contiguanum",1445,1,0.025801728447968,0.430028807466133
"189","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_gemini",371,1,0.0155758008312692,0.259596680521153
"190","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_acanthophoron",135,1,0.00566774423779336,0.0944624039632227
"191","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_nodosum",234,2,0.00424078327988553,0.0706797213314254
"192","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_nemorosa",22,1,0.00325059101654846,0.0541765169424744
"193","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_sindhum",13,1,0.00255553371338707,0.0425922285564511
"194","10 to 12","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Thraustotheca","Thraustotheca_clavata",58,1,0.00243503085771863,0.0405838476286438
"195","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_junctum",16,1,0.00236406619385343,0.0394011032308905
"196","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_megalacanthum",107,2,0.00192004907335274,0.0320008178892123
"197","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_chondricola",25,1,0.00104958226625803,0.0174930377709672
"198","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_fragariae",10,1,0.000419832906503212,0.00699721510838686
"199","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_angustatum",2,1,0.000295508274231678,0.00492513790386131
"200","10 to 12","Stramenopila","Oomycota","Oomycetes","Albuginaceae","Albuginales","Albugo","Albugo_laibachii",7,1,0.000293883034552248,0.0048980505758708
"201","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora_pseudosyringae",16,1,0.000285693879008642,0.00476156465014404
"202","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_porphyrae",6,1,0.000251899743901927,0.00419832906503212
"203","10 to 12","Stramenopila","Oomycota","Oomycetes","Peronosporales","Peronosporaceae","Perofascia","Perofascia_sp.",6,1,0.000107135204628241,0.00178558674380401
"204","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium_nagaii",6,1,0.000107135204628241,0.00178558674380401
"205","10 to 12","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Phytopythium","Phytopythium_iriomotense",4,1,7.26863040831531e-05,0.00121143840138589
