"","Fire_Mod","Kingdom","Phylum","Class","Order","Family","Genus","Species","Abundance","Prevalence","Total_Abundance","Percentage"
"177","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_insidiosum",3973,2,2017030,0.196972776805501
"178","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_jasmonium",49443,3,2017030,2.45127737316748
"179","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_junctum",930,2,2017030,0.0461073955270869
"180","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_monospermum",10516,2,2017030,0.521360614368651
"181","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_oligandrum",2526,1,2017030,0.125233635592926
"182","Wildfire","Stramenopila","Oomycota","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium_utonaiense",1030,1,2017030,0.051065179992365
"183","Wildfire","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_astaci",539,1,2017030,0.0267224582678493
"184","Wildfire","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Leptolegniaceae","Aphanomyces","Aphanomyces_stellatus",164,1,2017030,0.00813076652305618
"185","Wildfire","Stramenopila","Oomycota","Oomycetes","Saprolegniales","Saprolegniaceae","Saprolegnia","Saprolegnia_parasitica",57,1,2017030,0.00282593714520855
"186","Wildfire","Stramenopila","Oomycota","Oomycetes","Sclerosporales","Sclerosporaceae","Sclerospora","Sclerospora_graminicola",26,1,2017030,0.00128902396097232
